DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,YEAR,MONTH,DAY,HOURS,MINUTES,DIFF
2016-08-19T08:00:00Z,6868.96,6868.96,6868.96,6868.96,0,2016,08,19,08,00,0.0
2016-08-19T08:01:00Z,6864.42,6870.98,6863.88,6869.46,0,2016,08,19,08,01,5.039999999999964
2016-08-19T08:02:00Z,6866.1,6866.61,6864.17,6864.27,0,2016,08,19,08,02,1.8299999999999272
2016-08-19T08:03:00Z,6869.97,6871.48,6866.06,6866.09,0,2016,08,19,08,03,3.880000000000109
2016-08-19T08:04:00Z,6867.65,6869.99,6866.98,6869.99,0,2016,08,19,08,04,2.3400000000001455
2016-08-19T08:05:00Z,6868.4,6868.86,6866.9,6867.69,0,2016,08,19,08,05,0.7100000000000364
2016-08-19T08:06:00Z,6868.33,6869.0,6867.04,6868.42,0,2016,08,19,08,06,0.09000000000014552
2016-08-19T08:07:00Z,6869.58,6869.66,6866.67,6868.32,0,2016,08,19,08,07,1.2600000000002183
2016-08-19T08:08:00Z,6867.53,6869.63,6867.2,6869.24,0,2016,08,19,08,08,1.7100000000000364
2016-08-19T08:09:00Z,6864.72,6867.54,6864.17,6867.54,0,2016,08,19,08,09,2.819999999999709
2016-08-19T08:10:00Z,6857.36,6864.74,6856.97,6864.71,0,2016,08,19,08,10,7.350000000000364
2016-08-19T08:11:00Z,6855.61,6857.47,6851.98,6857.34,0,2016,08,19,08,11,1.730000000000473
2016-08-19T08:12:00Z,6856.95,6856.98,6854.77,6855.6,0,2016,08,19,08,12,1.3499999999994543
2016-08-19T08:13:00Z,6857.48,6857.96,6856.74,6856.96,0,2016,08,19,08,13,0.5199999999995271
2016-08-19T08:14:00Z,6853.65,6857.6,6853.65,6857.51,0,2016,08,19,08,14,3.860000000000582
2016-08-19T08:15:00Z,6851.49,6854.12,6849.7,6853.63,0,2016,08,19,08,15,2.1400000000003274
2016-08-19T08:16:00Z,6851.7,6852.1,6848.96,6851.45,0,2016,08,19,08,16,0.25
2016-08-19T08:17:00Z,6853.18,6853.28,6850.92,6851.68,0,2016,08,19,08,17,1.5
2016-08-19T08:18:00Z,6852.85,6853.59,6852.73,6853.14,0,2016,08,19,08,18,0.2899999999999636
2016-08-19T08:19:00Z,6851.29,6852.82,6850.92,6852.82,0,2016,08,19,08,19,1.5299999999997453
2016-08-19T08:20:00Z,6854.83,6854.84,6851.31,6851.31,0,2016,08,19,08,20,3.519999999999527
2016-08-19T08:21:00Z,6855.18,6855.18,6853.62,6854.83,0,2016,08,19,08,21,0.3500000000003638
2016-08-19T08:22:00Z,6858.68,6858.68,6855.14,6855.14,0,2016,08,19,08,22,3.5399999999999636
2016-08-19T08:23:00Z,6858.62,6859.42,6857.49,6858.67,0,2016,08,19,08,23,0.0500000000001819
2016-08-19T08:24:00Z,6857.41,6859.92,6857.37,6858.63,0,2016,08,19,08,24,1.2200000000002547
2016-08-19T08:25:00Z,6852.91,6857.51,6852.91,6857.46,0,2016,08,19,08,25,4.550000000000182
2016-08-19T08:26:00Z,6849.57,6853.2,6849.22,6852.94,0,2016,08,19,08,26,3.369999999999891
2016-08-19T08:27:00Z,6850.95,6851.24,6849.44,6849.56,0,2016,08,19,08,27,1.389999999999418
2016-08-19T08:28:00Z,6853.76,6853.84,6850.37,6850.87,0,2016,08,19,08,28,2.8900000000003274
2016-08-19T08:29:00Z,6853.02,6853.8,6852.31,6853.78,0,2016,08,19,08,29,0.7599999999993088
2016-08-19T08:30:00Z,6853.38,6854.59,6851.74,6853.0,0,2016,08,19,08,30,0.38000000000010914
2016-08-19T08:31:00Z,6852.54,6853.72,6852.45,6853.4,0,2016,08,19,08,31,0.8599999999996726
2016-08-19T08:32:00Z,6851.59,6852.44,6851.31,6852.44,0,2016,08,19,08,32,0.8499999999994543
2016-08-19T08:33:00Z,6852.7,6852.7,6851.26,6851.62,0,2016,08,19,08,33,1.0799999999999272
2016-08-19T08:34:00Z,6853.39,6853.39,6851.83,6852.71,0,2016,08,19,08,34,0.680000000000291
2016-08-19T08:35:00Z,6852.32,6853.5,6851.32,6853.4,0,2016,08,19,08,35,1.0799999999999272
2016-08-19T08:36:00Z,6852.99,6852.99,6850.35,6852.28,0,2016,08,19,08,36,0.7100000000000364
2016-08-19T08:37:00Z,6855.11,6855.11,6852.53,6853.0,0,2016,08,19,08,37,2.1099999999996726
2016-08-19T08:38:00Z,6855.8,6856.39,6855.06,6855.08,0,2016,08,19,08,38,0.7200000000002547
2016-08-19T08:39:00Z,6853.61,6855.73,6853.61,6855.73,0,2016,08,19,08,39,2.119999999999891
2016-08-19T08:40:00Z,6855.09,6855.09,6852.83,6853.63,0,2016,08,19,08,40,1.4600000000000364
2016-08-19T08:41:00Z,6859.82,6860.43,6855.09,6855.11,0,2016,08,19,08,41,4.710000000000036
2016-08-19T08:42:00Z,6857.23,6859.95,6856.99,6859.89,0,2016,08,19,08,42,2.660000000000764
2016-08-19T08:43:00Z,6857.09,6857.82,6857.04,6857.19,0,2016,08,19,08,43,0.0999999999994543
2016-08-19T08:44:00Z,6857.06,6857.8,6856.86,6857.16,0,2016,08,19,08,44,0.0999999999994543
2016-08-19T08:45:00Z,6858.73,6858.87,6856.18,6857.03,0,2016,08,19,08,45,1.699999999999818
2016-08-19T08:46:00Z,6857.41,6858.68,6857.05,6858.68,0,2016,08,19,08,46,1.2700000000004366
2016-08-19T08:47:00Z,6856.42,6857.57,6856.08,6857.44,0,2016,08,19,08,47,1.019999999999527
2016-08-19T08:48:00Z,6853.24,6856.47,6853.12,6856.4,0,2016,08,19,08,48,3.1599999999998545
2016-08-19T08:49:00Z,6854.44,6855.48,6853.19,6853.19,0,2016,08,19,08,49,1.25
2016-08-19T08:50:00Z,6854.71,6854.97,6854.34,6854.43,0,2016,08,19,08,50,0.27999999999974534
2016-08-19T08:51:00Z,6850.54,6854.91,6849.39,6854.74,0,2016,08,19,08,51,4.199999999999818
2016-08-19T08:52:00Z,6851.47,6852.77,6850.56,6850.56,0,2016,08,19,08,52,0.9099999999998545
2016-08-19T08:53:00Z,6852.27,6852.53,6851.04,6851.5,0,2016,08,19,08,53,0.7700000000004366
2016-08-19T08:54:00Z,6850.87,6852.97,6850.85,6852.28,0,2016,08,19,08,54,1.4099999999998545
2016-08-19T08:55:00Z,6852.33,6852.33,6850.3,6850.89,0,2016,08,19,08,55,1.4399999999995998
2016-08-19T08:56:00Z,6849.89,6852.54,6849.88,6852.35,0,2016,08,19,08,56,2.4600000000000364
2016-08-19T08:57:00Z,6851.54,6851.88,6849.82,6849.85,0,2016,08,19,08,57,1.6899999999995998
2016-08-19T08:58:00Z,6851.22,6851.55,6849.87,6851.55,0,2016,08,19,08,58,0.32999999999992724
2016-08-19T08:59:00Z,6855.01,6855.12,6851.17,6851.2,0,2016,08,19,08,59,3.8100000000004
2016-08-19T09:00:00Z,6855.4,6855.58,6854.6,6855.0,0,2016,08,19,09,00,0.3999999999996362
2016-08-19T09:01:00Z,6854.78,6856.52,6854.69,6855.45,0,2016,08,19,09,01,0.6700000000000728
2016-08-19T09:02:00Z,6855.19,6855.47,6854.64,6854.78,0,2016,08,19,09,02,0.4099999999998545
2016-08-19T09:03:00Z,6854.92,6855.56,6854.72,6855.18,0,2016,08,19,09,03,0.2600000000002183
2016-08-19T09:04:00Z,6854.59,6855.34,6854.41,6854.93,0,2016,08,19,09,04,0.3400000000001455
2016-08-19T09:05:00Z,6854.07,6854.65,6853.66,6854.63,0,2016,08,19,09,05,0.5600000000004002
2016-08-19T09:06:00Z,6852.3,6854.21,6852.3,6854.06,0,2016,08,19,09,06,1.7600000000002183
2016-08-19T09:07:00Z,6853.6,6854.55,6852.29,6852.29,0,2016,08,19,09,07,1.3100000000004002
2016-08-19T09:08:00Z,6851.82,6853.79,6851.82,6853.6,0,2016,08,19,09,08,1.7800000000006548
2016-08-19T09:09:00Z,6848.97,6852.21,6848.97,6851.87,0,2016,08,19,09,09,2.899999999999636
2016-08-19T09:10:00Z,6850.52,6850.52,6848.29,6848.94,0,2016,08,19,09,10,1.5800000000008367
2016-08-19T09:11:00Z,6850.5,6851.08,6849.66,6850.53,0,2016,08,19,09,11,0.02999999999974534
2016-08-19T09:12:00Z,6850.8,6851.03,6850.53,6850.58,0,2016,08,19,09,12,0.22000000000025466
2016-08-19T09:13:00Z,6849.66,6850.93,6849.66,6850.9,0,2016,08,19,09,13,1.2399999999997817
2016-08-19T09:14:00Z,6850.69,6850.87,6849.44,6849.63,0,2016,08,19,09,14,1.0599999999994907
2016-08-19T09:15:00Z,6852.85,6852.92,6850.48,6850.69,0,2016,08,19,09,15,2.160000000000764
2016-08-19T09:16:00Z,6854.04,6854.04,6852.44,6852.87,0,2016,08,19,09,16,1.1700000000000728
2016-08-19T09:17:00Z,6853.77,6854.06,6853.46,6854.06,0,2016,08,19,09,17,0.2899999999999636
2016-08-19T09:18:00Z,6851.04,6853.75,6851.04,6853.75,0,2016,08,19,09,18,2.7100000000000364
2016-08-19T09:19:00Z,6852.38,6852.39,6850.87,6851.04,0,2016,08,19,09,19,1.3400000000001455
2016-08-19T09:20:00Z,6852.05,6852.66,6851.95,6852.39,0,2016,08,19,09,20,0.3400000000001455
2016-08-19T09:21:00Z,6853.48,6853.61,6851.99,6852.04,0,2016,08,19,09,21,1.4399999999995998
2016-08-19T09:22:00Z,6854.9,6854.9,6853.38,6853.45,0,2016,08,19,09,22,1.449999999999818
2016-08-19T09:23:00Z,6855.52,6855.58,6854.6,6854.93,0,2016,08,19,09,23,0.5900000000001455
2016-08-19T09:24:00Z,6856.41,6856.41,6855.12,6855.43,0,2016,08,19,09,24,0.9799999999995634
2016-08-19T09:25:00Z,6852.68,6856.46,6852.68,6856.44,0,2016,08,19,09,25,3.759999999999309
2016-08-19T09:26:00Z,6852.78,6853.31,6851.72,6852.7,0,2016,08,19,09,26,0.07999999999992724
2016-08-19T09:27:00Z,6853.39,6853.7,6852.32,6852.8,0,2016,08,19,09,27,0.5900000000001455
2016-08-19T09:28:00Z,6853.1,6853.84,6852.92,6853.38,0,2016,08,19,09,28,0.27999999999974534
2016-08-19T09:29:00Z,6853.03,6853.08,6852.57,6853.08,0,2016,08,19,09,29,0.0500000000001819
2016-08-19T09:30:00Z,6854.69,6854.69,6852.73,6852.94,0,2016,08,19,09,30,1.75
2016-08-19T09:31:00Z,6853.48,6854.72,6852.74,6854.62,0,2016,08,19,09,31,1.1400000000003274
2016-08-19T09:32:00Z,6850.77,6853.55,6850.77,6853.47,0,2016,08,19,09,32,2.699999999999818
2016-08-19T09:33:00Z,6850.3,6850.76,6849.57,6850.76,0,2016,08,19,09,33,0.4600000000000364
2016-08-19T09:34:00Z,6851.07,6851.1,6849.76,6850.32,0,2016,08,19,09,34,0.75
2016-08-19T09:35:00Z,6852.29,6853.09,6850.96,6851.08,0,2016,08,19,09,35,1.2100000000000364
2016-08-19T09:36:00Z,6852.32,6852.71,6851.57,6852.33,0,2016,08,19,09,36,0.010000000000218279
2016-08-19T09:37:00Z,6851.73,6852.47,6851.45,6852.3,0,2016,08,19,09,37,0.5700000000006185
2016-08-19T09:38:00Z,6851.52,6851.81,6851.43,6851.73,0,2016,08,19,09,38,0.20999999999912689
2016-08-19T09:39:00Z,6852.81,6852.81,6851.53,6851.53,0,2016,08,19,09,39,1.2800000000006548
2016-08-19T09:40:00Z,6854.13,6854.13,6852.82,6852.82,0,2016,08,19,09,40,1.3100000000004002
2016-08-19T09:41:00Z,6855.87,6856.1,6854.03,6854.12,0,2016,08,19,09,41,1.75
2016-08-19T09:42:00Z,6855.18,6855.94,6855.16,6855.86,0,2016,08,19,09,42,0.6799999999993815
2016-08-19T09:43:00Z,6855.06,6855.99,6854.99,6855.19,0,2016,08,19,09,43,0.12999999999919964
2016-08-19T09:44:00Z,6857.39,6857.39,6854.96,6854.99,0,2016,08,19,09,44,2.4000000000005457
2016-08-19T09:45:00Z,6859.37,6859.53,6857.37,6857.4,0,2016,08,19,09,45,1.9700000000002547
2016-08-19T09:46:00Z,6859.62,6860.5,6859.41,6859.41,0,2016,08,19,09,46,0.21000000000003638
2016-08-19T09:47:00Z,6859.18,6859.73,6858.83,6859.67,0,2016,08,19,09,47,0.4899999999997817
2016-08-19T09:48:00Z,6860.32,6860.41,6859.02,6859.16,0,2016,08,19,09,48,1.1599999999998545
2016-08-19T09:49:00Z,6860.79,6860.83,6860.12,6860.3,0,2016,08,19,09,49,0.4899999999997817
2016-08-19T09:50:00Z,6859.76,6860.98,6859.76,6860.78,0,2016,08,19,09,50,1.019999999999527
2016-08-19T09:51:00Z,6860.35,6860.35,6859.41,6859.74,0,2016,08,19,09,51,0.6100000000005821
2016-08-19T09:52:00Z,6858.45,6861.35,6858.45,6860.28,0,2016,08,19,09,52,1.8299999999999272
2016-08-19T09:53:00Z,6857.79,6858.72,6857.79,6858.37,0,2016,08,19,09,53,0.5799999999999272
2016-08-19T09:54:00Z,6857.08,6857.94,6856.96,6857.78,0,2016,08,19,09,54,0.6999999999998181
2016-08-19T09:55:00Z,6857.28,6857.29,6856.75,6856.94,0,2016,08,19,09,55,0.3400000000001455
2016-08-19T09:56:00Z,6856.74,6857.63,6856.47,6857.31,0,2016,08,19,09,56,0.5700000000006185
2016-08-19T09:57:00Z,6855.43,6856.76,6855.43,6856.68,0,2016,08,19,09,57,1.25
2016-08-19T09:58:00Z,6855.0,6855.47,6854.22,6855.41,0,2016,08,19,09,58,0.4099999999998545
2016-08-19T09:59:00Z,6853.6,6854.97,6853.42,6854.97,0,2016,08,19,09,59,1.3699999999998909
2016-08-19T10:00:00Z,6853.64,6853.69,6853.18,6853.69,0,2016,08,19,10,00,0.049999999999272404
2016-08-19T10:01:00Z,6853.33,6853.98,6853.17,6853.65,0,2016,08,19,10,01,0.31999999999970896
2016-08-19T10:02:00Z,6852.77,6853.31,6852.32,6853.31,0,2016,08,19,10,02,0.5399999999999636
2016-08-19T10:03:00Z,6853.53,6853.55,6852.79,6852.82,0,2016,08,19,10,03,0.7100000000000364
2016-08-19T10:04:00Z,6854.22,6854.48,6853.46,6853.51,0,2016,08,19,10,04,0.7100000000000364
2016-08-19T10:05:00Z,6854.96,6855.02,6853.82,6854.18,0,2016,08,19,10,05,0.7799999999997453
2016-08-19T10:06:00Z,6854.31,6854.95,6854.21,6854.88,0,2016,08,19,10,06,0.569999999999709
2016-08-19T10:07:00Z,6856.84,6856.84,6854.31,6854.32,0,2016,08,19,10,07,2.5200000000004366
2016-08-19T10:08:00Z,6857.59,6857.95,6856.82,6856.82,0,2016,08,19,10,08,0.7700000000004366
2016-08-19T10:09:00Z,6858.2,6858.96,6857.35,6857.56,0,2016,08,19,10,09,0.6399999999994179
2016-08-19T10:10:00Z,6861.1,6861.1,6857.78,6858.2,0,2016,08,19,10,10,2.9000000000005457
2016-08-19T10:11:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,11,0.0
2016-08-19T10:12:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,12,0.0
2016-08-19T10:13:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,13,0.0
2016-08-19T10:14:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,14,0.0
2016-08-19T10:15:00Z,6860.95,6861.1,6860.73,6861.1,0,2016,08,19,10,15,0.1500000000005457
2016-08-19T10:16:00Z,6856.52,6861.14,6856.02,6860.95,0,2016,08,19,10,16,4.4299999999993815
2016-08-19T10:17:00Z,6857.7,6857.7,6855.26,6856.51,0,2016,08,19,10,17,1.1899999999995998
2016-08-19T10:18:00Z,6858.04,6858.48,6857.62,6857.63,0,2016,08,19,10,18,0.4099999999998545
2016-08-19T10:19:00Z,6858.66,6859.39,6857.76,6858.06,0,2016,08,19,10,19,0.5999999999994543
2016-08-19T10:20:00Z,6858.82,6858.9,6858.31,6858.67,0,2016,08,19,10,20,0.1499999999996362
2016-08-19T10:21:00Z,6857.64,6858.98,6857.23,6858.78,0,2016,08,19,10,21,1.139999999999418
2016-08-19T10:22:00Z,6858.02,6858.82,6857.51,6857.66,0,2016,08,19,10,22,0.3600000000005821
2016-08-19T10:23:00Z,6855.66,6858.21,6855.66,6858.04,0,2016,08,19,10,23,2.380000000000109
2016-08-19T10:24:00Z,6854.21,6855.79,6854.2,6855.67,0,2016,08,19,10,24,1.4600000000000364
2016-08-19T10:25:00Z,6852.58,6854.33,6852.38,6854.22,0,2016,08,19,10,25,1.6400000000003274
2016-08-19T10:26:00Z,6850.76,6852.62,6850.62,6852.6,0,2016,08,19,10,26,1.8400000000001455
2016-08-19T10:27:00Z,6851.72,6851.78,6850.43,6850.74,0,2016,08,19,10,27,0.9800000000004729
2016-08-19T10:28:00Z,6851.4,6852.24,6851.24,6851.74,0,2016,08,19,10,28,0.3400000000001455
2016-08-19T10:29:00Z,6850.14,6851.4,6849.97,6851.4,0,2016,08,19,10,29,1.2599999999993088
2016-08-19T10:30:00Z,6850.82,6851.24,6850.07,6850.11,0,2016,08,19,10,30,0.7100000000000364
2016-08-19T10:31:00Z,6850.52,6850.9,6850.21,6850.74,0,2016,08,19,10,31,0.21999999999934516
2016-08-19T10:32:00Z,6850.66,6850.66,6849.72,6850.47,0,2016,08,19,10,32,0.18999999999959982
2016-08-19T10:33:00Z,6852.49,6852.58,6850.69,6850.69,0,2016,08,19,10,33,1.800000000000182
2016-08-19T10:34:00Z,6853.98,6853.98,6852.3,6852.48,0,2016,08,19,10,34,1.5
2016-08-19T10:35:00Z,6853.72,6854.22,6853.34,6853.98,0,2016,08,19,10,35,0.2599999999993088
2016-08-19T10:36:00Z,6854.94,6854.95,6853.55,6853.71,0,2016,08,19,10,36,1.2299999999995634
2016-08-19T10:37:00Z,6855.66,6856.47,6854.95,6854.95,0,2016,08,19,10,37,0.7100000000000364
2016-08-19T10:38:00Z,6856.69,6856.9,6855.66,6855.66,0,2016,08,19,10,38,1.0299999999997453
2016-08-19T10:39:00Z,6856.59,6856.74,6856.28,6856.68,0,2016,08,19,10,39,0.09000000000014552
2016-08-19T10:40:00Z,6857.17,6857.17,6856.42,6856.52,0,2016,08,19,10,40,0.6499999999996362
2016-08-19T10:41:00Z,6857.47,6857.71,6856.95,6857.22,0,2016,08,19,10,41,0.25
2016-08-19T10:42:00Z,6856.6,6857.45,6856.35,6857.45,0,2016,08,19,10,42,0.8499999999994543
2016-08-19T10:43:00Z,6856.9,6856.9,6856.31,6856.65,0,2016,08,19,10,43,0.25
2016-08-19T10:44:00Z,6857.35,6857.41,6856.65,6856.92,0,2016,08,19,10,44,0.43000000000029104
2016-08-19T10:45:00Z,6858.23,6858.29,6857.18,6857.34,0,2016,08,19,10,45,0.8899999999994179
2016-08-19T10:46:00Z,6857.53,6858.31,6857.41,6858.22,0,2016,08,19,10,46,0.6900000000005093
2016-08-19T10:47:00Z,6855.49,6857.5,6855.43,6857.49,0,2016,08,19,10,47,2.0
2016-08-19T10:48:00Z,6854.26,6855.45,6854.26,6855.45,0,2016,08,19,10,48,1.1899999999995998
2016-08-19T10:49:00Z,6853.83,6854.29,6853.45,6854.28,0,2016,08,19,10,49,0.4499999999998181
2016-08-19T10:50:00Z,6854.66,6854.78,6853.85,6853.85,0,2016,08,19,10,50,0.8099999999994907
2016-08-19T10:51:00Z,6854.58,6854.79,6854.02,6854.69,0,2016,08,19,10,51,0.10999999999967258
2016-08-19T10:52:00Z,6854.65,6854.75,6854.46,6854.63,0,2016,08,19,10,52,0.019999999999527063
2016-08-19T10:53:00Z,6854.26,6854.72,6853.93,6854.68,0,2016,08,19,10,53,0.42000000000007276
2016-08-19T10:54:00Z,6854.29,6854.3,6853.96,6854.21,0,2016,08,19,10,54,0.07999999999992724
2016-08-19T10:55:00Z,6854.03,6854.38,6853.84,6854.25,0,2016,08,19,10,55,0.22000000000025466
2016-08-19T10:56:00Z,6852.57,6854.07,6852.57,6854.01,0,2016,08,19,10,56,1.4400000000005093
2016-08-19T10:57:00Z,6852.58,6852.76,6852.43,6852.58,0,2016,08,19,10,57,0.0
2016-08-19T10:58:00Z,6852.28,6852.57,6852.15,6852.57,0,2016,08,19,10,58,0.2899999999999636
2016-08-19T10:59:00Z,6852.52,6852.56,6851.87,6852.19,0,2016,08,19,10,59,0.33000000000083674
2016-08-19T11:00:00Z,6852.44,6853.31,6852.44,6852.52,0,2016,08,19,11,00,0.08000000000083674
2016-08-19T11:01:00Z,6851.93,6852.45,6851.79,6852.45,0,2016,08,19,11,01,0.5199999999995271
2016-08-19T11:02:00Z,6853.4,6853.49,6851.91,6851.94,0,2016,08,19,11,02,1.4600000000000364
2016-08-19T11:03:00Z,6853.53,6853.53,6852.66,6853.41,0,2016,08,19,11,03,0.11999999999989086
2016-08-19T11:04:00Z,6853.52,6853.96,6852.99,6853.54,0,2016,08,19,11,04,0.019999999999527063
2016-08-19T11:05:00Z,6852.83,6853.51,6852.77,6853.51,0,2016,08,19,11,05,0.680000000000291
2016-08-19T11:06:00Z,6853.24,6853.43,6852.74,6852.74,0,2016,08,19,11,06,0.5
2016-08-19T11:07:00Z,6852.78,6853.32,6852.78,6853.24,0,2016,08,19,11,07,0.4600000000000364
2016-08-19T11:08:00Z,6854.28,6854.32,6852.73,6852.73,0,2016,08,19,11,08,1.550000000000182
2016-08-19T11:09:00Z,6857.16,6857.16,6854.32,6854.32,0,2016,08,19,11,09,2.8400000000001455
2016-08-19T11:10:00Z,6859.18,6859.18,6857.21,6857.22,0,2016,08,19,11,10,1.9600000000000364
2016-08-19T11:11:00Z,6857.98,6859.45,6857.98,6859.22,0,2016,08,19,11,11,1.2400000000006912
2016-08-19T11:12:00Z,6857.85,6858.39,6857.68,6858.0,0,2016,08,19,11,12,0.1499999999996362
2016-08-19T11:13:00Z,6858.08,6858.08,6857.75,6857.87,0,2016,08,19,11,13,0.21000000000003638
2016-08-19T11:14:00Z,6858.15,6858.26,6857.91,6858.08,0,2016,08,19,11,14,0.06999999999970896
2016-08-19T11:15:00Z,6857.75,6858.12,6857.4,6858.12,0,2016,08,19,11,15,0.36999999999989086
2016-08-19T11:16:00Z,6857.26,6858.59,6857.2,6857.8,0,2016,08,19,11,16,0.5399999999999636
2016-08-19T11:17:00Z,6856.45,6857.28,6856.35,6857.28,0,2016,08,19,11,17,0.8299999999999272
2016-08-19T11:18:00Z,6856.94,6857.07,6856.42,6856.42,0,2016,08,19,11,18,0.5199999999995271
2016-08-19T11:19:00Z,6856.09,6856.93,6856.02,6856.93,0,2016,08,19,11,19,0.8400000000001455
2016-08-19T11:20:00Z,6855.92,6856.25,6855.86,6856.07,0,2016,08,19,11,20,0.1499999999996362
2016-08-19T11:21:00Z,6855.49,6856.1,6855.45,6855.91,0,2016,08,19,11,21,0.42000000000007276
2016-08-19T11:22:00Z,6855.85,6855.86,6855.04,6855.46,0,2016,08,19,11,22,0.3900000000003274
2016-08-19T11:23:00Z,6856.28,6856.5,6855.85,6855.86,0,2016,08,19,11,23,0.42000000000007276
2016-08-19T11:24:00Z,6856.65,6856.88,6856.17,6856.24,0,2016,08,19,11,24,0.4099999999998545
